"teacher_id","full_name","department","role","year","experience_years","block_1","block_2","block_3","block_4","total_kpi"
"93","Saule Karimov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","7","31.5","24.9","20.0","15.0","91.0"
"93","Saule Karimov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","8","32.9","30.0","20.0","15.0","99.4"
"93","Saule Karimov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","9","33.8","30.0","18.0","0.0","81.3"
"93","Saule Karimov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","10","35.0","25.1","20.0","15.0","93.6"
"94","Raushan Zhumabayeva","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","18","19.8","17.1","11.9","9.7","56.5"
"94","Raushan Zhumabayeva","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","19","21.8","16.5","12.6","9.4","62.9"
"94","Raushan Zhumabayeva","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","20","16.3","13.6","16.3","14.7","63.8"
"94","Raushan Zhumabayeva","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","21","23.4","13.1","11.9","11.8","62.8"
"94","Raushan Zhumabayeva","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","22","22.6","13.9","11.5","8.1","58.6"
"95","Arman Dzhaksybekov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","23","24.2","15.5","13.0","14.1","64.7"
"95","Arman Dzhaksybekov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","24","25.1","13.8","14.4","9.3","60.6"
"95","Arman Dzhaksybekov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","25","18.5","20.5","14.9","13.4","68.5"
"95","Arman Dzhaksybekov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","26","20.9","21.0","17.4","14.9","73.1"
"95","Arman Dzhaksybekov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","27","19.9","14.4","17.7","15.0","65.0"
"96","Serik Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","12","26.2","21.4","18.4","15.0","78.9"
"96","Serik Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","13","25.3","28.8","16.6","13.9","81.7"
"96","Serik Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","14","32.3","27.1","20.0","0.0","79.7"
"96","Serik Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","15","25.7","24.6","12.8","15.0","75.9"
"96","Serik Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","16","30.4","29.2","18.9","15.0","95.8"
"97","Meiram Ospanov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","2","12.8","8.9","9.7","0.0","31.7"
"97","Meiram Ospanov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","3","15.1","14.9","11.2","11.5","53.1"
"97","Meiram Ospanov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","4","16.0","9.5","13.0","0.0","37.0"
"97","Meiram Ospanov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","5","11.9","16.5","10.1","1.1","38.4"
"97","Meiram Ospanov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","6","21.0","17.7","8.3","15.0","59.5"
"98","Kamila Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","12","26.0","23.5","18.8","15.0","82.2"
"98","Kamila Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","13","25.2","27.2","16.8","15.0","81.6"
"98","Kamila Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","14","24.2","27.9","17.5","11.6","79.3"
"98","Kamila Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","15","26.9","28.3","18.7","15.0","91.8"
"98","Kamila Nurgaliev","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","16","29.8","28.5","13.7","13.2","86.1"
"99","Azamat Kassymov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","12","27.5","22.6","16.2","13.5","78.4"
"99","Azamat Kassymov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","13","26.8","20.9","19.5","15.0","81.7"
"99","Azamat Kassymov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","14","28.7","22.1","10.3","15.0","77.4"
"99","Azamat Kassymov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","15","32.7","22.9","17.5","14.9","86.3"
"99","Azamat Kassymov","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","16","29.0","26.3","18.3","13.8","87.1"
"100","Dana Abdrakhmanova","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2021","8","34.2","29.5","20.0","15.0","98.5"
"100","Dana Abdrakhmanova","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2022","9","24.3","23.3","13.8","15.0","74.6"
"100","Dana Abdrakhmanova","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2023","10","33.7","28.1","19.5","15.0","94.4"
"100","Dana Abdrakhmanova","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2024","11","31.6","26.4","20.0","15.0","93.8"
"100","Dana Abdrakhmanova","School of Digital Public Administration","ASSOCIATE_PROFESSOR","2025","12","34.3","25.6","16.3","15.0","90.2"
"101","Bekzat Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","1","23.0","27.4","13.5","20.0","86.6"
"101","Bekzat Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","2","30.0","26.7","8.6","20.0","87.4"
"101","Bekzat Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","3","27.8","27.9","10.5","20.0","83.6"
"101","Bekzat Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","4","28.1","33.5","15.0","20.0","93.6"
"101","Bekzat Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","5","26.1","28.4","10.6","20.0","82.4"
"102","Almas Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","22","17.4","27.3","14.3","20.0","79.6"
"102","Almas Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","23","16.5","20.8","6.0","20.0","64.3"
"102","Almas Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","24","26.6","27.2","6.3","20.0","77.1"
"102","Almas Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","25","26.6","23.5","11.0","18.4","77.0"
"102","Almas Seidaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","26","27.2","23.9","9.7","19.0","80.1"
"103","Timur Suleimenov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","23","18.0","18.1","8.8","8.9","55.4"
"103","Timur Suleimenov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","24","22.8","23.2","13.6","15.4","72.4"
"103","Timur Suleimenov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","25","13.5","19.0","10.8","20.0","61.2"
"103","Timur Suleimenov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","26","17.5","17.2","7.3","18.4","62.3"
"103","Timur Suleimenov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","27","22.4","20.2","13.3","18.6","75.4"
"104","Bauyrzhan Nurgaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","16","18.2","18.1","9.6","2.2","50.8"
"104","Bauyrzhan Nurgaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","17","17.0","19.7","13.2","20.0","68.7"
"104","Bauyrzhan Nurgaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","18","17.9","18.7","11.7","19.3","70.4"
"104","Bauyrzhan Nurgaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","19","15.7","20.9","4.4","16.0","55.9"
"104","Bauyrzhan Nurgaliev","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","20","14.2","17.6","11.3","0.0","41.5"
"105","Rustem Dairova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","12","20.7","25.6","5.4","20.0","72.5"
"105","Rustem Dairova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","13","21.4","25.7","9.5","19.1","73.3"
"105","Rustem Dairova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","14","15.7","21.6","6.1","20.0","64.2"
"105","Rustem Dairova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","15","16.4","23.3","8.8","20.0","68.4"
"105","Rustem Dairova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","16","25.6","27.0","10.4","17.2","82.9"
"106","Zhanna Yesmagambetov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","1","15.3","25.7","11.0","2.1","54.7"
"106","Zhanna Yesmagambetov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","2","20.8","23.6","8.7","16.9","67.4"
"106","Zhanna Yesmagambetov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","3","13.9","16.7","7.0","3.0","42.4"
"106","Zhanna Yesmagambetov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","4","22.2","20.9","12.8","17.7","76.3"
"106","Zhanna Yesmagambetov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","5","13.6","18.8","7.8","20.0","62.5"
"107","Bauyrzhan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","9","17.3","18.3","11.8","15.4","62.8"
"107","Bauyrzhan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","10","21.1","22.1","11.8","15.5","68.2"
"107","Bauyrzhan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","11","15.1","19.6","7.0","19.0","61.8"
"107","Bauyrzhan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","12","16.1","19.4","9.8","18.1","62.4"
"107","Bauyrzhan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","13","20.6","18.7","9.0","16.1","66.5"
"108","Timur Umarov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","21","22.7","25.6","6.4","20.0","77.4"
"108","Timur Umarov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","22","25.9","30.1","11.7","20.0","88.0"
"108","Timur Umarov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","23","23.8","26.1","8.6","20.0","75.7"
"108","Timur Umarov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","24","30.0","25.8","9.0","20.0","82.2"
"108","Timur Umarov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","25","27.8","35.0","15.0","20.0","96.3"
"109","Raushan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","1","16.9","25.9","6.8","17.5","65.9"
"109","Raushan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","2","21.5","26.5","5.7","20.0","72.8"
"109","Raushan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","3","20.4","21.5","11.0","0.4","55.2"
"109","Raushan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","4","22.6","30.6","8.5","0.0","60.6"
"109","Raushan Nurmagambetova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","5","21.5","21.6","7.2","7.7","57.0"
"110","Timur Dzhakupova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","19","24.7","24.1","14.3","20.0","80.1"
"110","Timur Dzhakupova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","20","25.6","27.0","14.7","17.0","86.1"
"110","Timur Dzhakupova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","21","23.9","19.6","8.4","20.0","72.6"
"110","Timur Dzhakupova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","22","18.8","28.8","9.7","20.0","76.8"
"110","Timur Dzhakupova","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","23","20.6","28.1","14.7","20.0","83.1"
"111","Dinara Kassymov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","20","28.2","29.5","14.4","20.0","93.6"
"111","Dinara Kassymov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","21","24.1","29.0","7.1","20.0","78.0"
"111","Dinara Kassymov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","22","28.0","32.7","11.8","20.0","92.9"
"111","Dinara Kassymov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","23","25.7","30.5","12.8","20.0","90.1"
"111","Dinara Kassymov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","24","28.5","29.9","15.0","20.0","94.9"
"112","Kamila Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","14","13.1","19.6","10.9","20.0","61.3"
"112","Kamila Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","15","16.4","18.4","4.3","20.0","59.0"
"112","Kamila Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","16","10.2","17.3","4.2","20.0","50.1"
"112","Kamila Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","17","12.4","16.6","11.8","20.0","59.2"
"112","Kamila Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","18","15.4","18.1","12.8","0.0","46.6"
"113","Bauyrzhan Sharipov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","7","15.6","15.9","10.7","20.0","62.9"
"113","Bauyrzhan Sharipov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","8","18.1","18.6","12.0","20.0","70.6"
"113","Bauyrzhan Sharipov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","9","17.6","24.1","7.0","16.3","63.8"
"113","Bauyrzhan Sharipov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","10","16.3","19.9","12.2","20.0","65.8"
"113","Bauyrzhan Sharipov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","11","22.4","21.8","12.0","20.0","75.5"
"114","Dinara Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","1","29.7","29.3","15.0","20.0","91.5"
"114","Dinara Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","2","30.0","33.6","15.0","20.0","97.3"
"114","Dinara Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","3","24.6","25.9","15.0","7.6","71.3"
"114","Dinara Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","4","25.6","26.3","13.1","20.0","86.2"
"114","Dinara Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","5","20.5","26.1","15.0","20.0","81.3"
"115","Sanzhar Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","3","19.8","21.7","12.9","20.0","72.5"
"115","Sanzhar Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","4","21.6","20.8","7.6","14.9","66.8"
"115","Sanzhar Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","5","19.4","19.4","5.9","0.0","42.0"
"115","Sanzhar Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","6","16.3","19.6","6.4","17.8","58.4"
"115","Sanzhar Zhumabayeva","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","7","14.5","18.6","4.6","18.8","58.8"
"116","Dana Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2021","22","15.9","26.0","13.3","17.9","72.6"
"116","Dana Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2022","23","14.4","20.0","9.8","20.0","63.0"
"116","Dana Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2023","24","20.9","24.8","7.2","17.8","68.0"
"116","Dana Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2024","25","16.1","21.8","9.6","16.9","63.5"
"116","Dana Zhaksybekov","School of Digital Public Administration","ASSISTANT_PROFESSOR","2025","26","22.7","24.0","6.2","18.3","71.5"
"117","Dias Tursunov","School of Digital Public Administration","SENIOR_LECTURER","2021","10","27.9","53.4","0.0","0.0","78.4"
"117","Dias Tursunov","School of Digital Public Administration","SENIOR_LECTURER","2022","11","32.7","59.1","0.0","0.0","92.9"
"117","Dias Tursunov","School of Digital Public Administration","SENIOR_LECTURER","2023","12","23.7","57.5","0.0","0.0","80.8"
"117","Dias Tursunov","School of Digital Public Administration","SENIOR_LECTURER","2024","13","32.7","60.0","0.0","0.0","94.2"
"117","Dias Tursunov","School of Digital Public Administration","SENIOR_LECTURER","2025","14","34.8","60.0","0.0","0.0","97.4"
"118","Gulzat Kenzhebekova","School of Digital Public Administration","SENIOR_LECTURER","2021","23","27.6","57.8","0.0","0.0","85.0"
"118","Gulzat Kenzhebekova","School of Digital Public Administration","SENIOR_LECTURER","2022","24","31.4","55.2","0.0","0.0","87.9"
"118","Gulzat Kenzhebekova","School of Digital Public Administration","SENIOR_LECTURER","2023","25","34.8","60.0","0.0","0.0","95.3"
"118","Gulzat Kenzhebekova","School of Digital Public Administration","SENIOR_LECTURER","2024","26","34.0","60.0","0.0","0.0","95.8"
"118","Gulzat Kenzhebekova","School of Digital Public Administration","SENIOR_LECTURER","2025","27","26.7","60.0","0.0","0.0","86.8"
"119","Raushan Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2021","7","38.6","60.0","0.0","0.0","97.5"
"119","Raushan Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2022","8","31.4","60.0","0.0","0.0","92.9"
"119","Raushan Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2023","9","34.4","60.0","0.0","0.0","97.0"
"119","Raushan Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2024","10","39.7","60.0","0.0","0.0","98.2"
"119","Raushan Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2025","11","36.0","60.0","0.0","0.0","97.0"
"120","Nazerke Dzhakupova","School of Digital Public Administration","SENIOR_LECTURER","2021","20","33.7","60.0","0.0","0.0","95.6"
"120","Nazerke Dzhakupova","School of Digital Public Administration","SENIOR_LECTURER","2022","21","31.4","58.0","0.0","0.0","90.9"
"120","Nazerke Dzhakupova","School of Digital Public Administration","SENIOR_LECTURER","2023","22","30.3","60.0","0.0","0.0","88.7"
"120","Nazerke Dzhakupova","School of Digital Public Administration","SENIOR_LECTURER","2024","23","39.5","60.0","0.0","0.0","98.6"
"120","Nazerke Dzhakupova","School of Digital Public Administration","SENIOR_LECTURER","2025","24","34.0","60.0","0.0","0.0","91.9"
"121","Nazerke Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2021","1","32.7","60.0","0.0","0.0","92.2"
"121","Nazerke Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2022","2","25.8","59.0","0.0","0.0","82.9"
"121","Nazerke Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2023","3","25.3","59.4","0.0","0.0","87.3"
"121","Nazerke Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2024","4","31.5","60.0","0.0","0.0","88.9"
"121","Nazerke Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2025","5","30.0","59.5","0.0","0.0","90.6"
"122","Aliya Kenzhebayeva","School of Digital Public Administration","SENIOR_LECTURER","2021","14","40.0","60.0","0.0","0.0","97.2"
"122","Aliya Kenzhebayeva","School of Digital Public Administration","SENIOR_LECTURER","2022","15","40.0","60.0","0.0","0.0","100.0"
"122","Aliya Kenzhebayeva","School of Digital Public Administration","SENIOR_LECTURER","2023","16","39.4","60.0","0.0","0.0","99.2"
"122","Aliya Kenzhebayeva","School of Digital Public Administration","SENIOR_LECTURER","2024","17","38.5","60.0","0.0","0.0","100.0"
"122","Aliya Kenzhebayeva","School of Digital Public Administration","SENIOR_LECTURER","2025","18","40.0","60.0","0.0","0.0","100.0"
"123","Assel Khassanov","School of Digital Public Administration","SENIOR_LECTURER","2021","15","30.5","54.7","0.0","0.0","83.9"
"123","Assel Khassanov","School of Digital Public Administration","SENIOR_LECTURER","2022","16","26.2","56.5","0.0","0.0","83.3"
"123","Assel Khassanov","School of Digital Public Administration","SENIOR_LECTURER","2023","17","30.6","58.4","0.0","0.0","86.5"
"123","Assel Khassanov","School of Digital Public Administration","SENIOR_LECTURER","2024","18","23.3","55.5","0.0","0.0","81.5"
"123","Assel Khassanov","School of Digital Public Administration","SENIOR_LECTURER","2025","19","28.3","57.7","0.0","0.0","85.8"
"124","Talgat Alimov","School of Digital Public Administration","SENIOR_LECTURER","2021","24","18.4","38.2","0.0","0.0","56.1"
"124","Talgat Alimov","School of Digital Public Administration","SENIOR_LECTURER","2022","25","23.9","27.6","0.0","0.0","54.0"
"124","Talgat Alimov","School of Digital Public Administration","SENIOR_LECTURER","2023","26","20.7","42.1","0.0","0.0","65.7"
"124","Talgat Alimov","School of Digital Public Administration","SENIOR_LECTURER","2024","27","27.8","46.7","0.0","0.0","75.5"
"124","Talgat Alimov","School of Digital Public Administration","SENIOR_LECTURER","2025","28","24.4","52.5","0.0","0.0","75.8"
"125","Dastan Musayev","School of Digital Public Administration","SENIOR_LECTURER","2021","17","25.8","55.6","0.0","0.0","83.3"
"125","Dastan Musayev","School of Digital Public Administration","SENIOR_LECTURER","2022","18","31.4","60.0","0.0","0.0","93.3"
"125","Dastan Musayev","School of Digital Public Administration","SENIOR_LECTURER","2023","19","34.2","60.0","0.0","0.0","94.0"
"125","Dastan Musayev","School of Digital Public Administration","SENIOR_LECTURER","2024","20","35.0","60.0","0.0","0.0","95.1"
"125","Dastan Musayev","School of Digital Public Administration","SENIOR_LECTURER","2025","21","38.6","60.0","0.0","0.0","100.0"
"126","Gulnara Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2021","22","40.0","60.0","0.0","0.0","100.0"
"126","Gulnara Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2022","23","36.0","60.0","0.0","0.0","96.5"
"126","Gulnara Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2023","24","35.0","60.0","0.0","0.0","94.1"
"126","Gulnara Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2024","25","39.6","58.1","0.0","0.0","95.8"
"126","Gulnara Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2025","26","36.4","60.0","0.0","0.0","93.9"
"127","Zhanna Rakhimov","School of Digital Public Administration","SENIOR_LECTURER","2021","5","26.8","60.0","0.0","0.0","89.5"
"127","Zhanna Rakhimov","School of Digital Public Administration","SENIOR_LECTURER","2022","6","26.2","60.0","0.0","0.0","88.9"
"127","Zhanna Rakhimov","School of Digital Public Administration","SENIOR_LECTURER","2023","7","28.1","55.0","0.0","0.0","84.3"
"127","Zhanna Rakhimov","School of Digital Public Administration","SENIOR_LECTURER","2024","8","27.0","34.4","0.0","0.0","61.0"
"127","Zhanna Rakhimov","School of Digital Public Administration","SENIOR_LECTURER","2025","9","31.8","56.1","0.0","0.0","86.1"
"128","Nurlan Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2021","16","27.1","45.8","0.0","0.0","73.8"
"128","Nurlan Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2022","17","28.0","55.2","0.0","0.0","82.4"
"128","Nurlan Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2023","18","24.1","60.0","0.0","0.0","87.1"
"128","Nurlan Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2024","19","29.2","40.2","0.0","0.0","66.5"
"128","Nurlan Bizhanova","School of Digital Public Administration","SENIOR_LECTURER","2025","20","28.0","54.6","0.0","0.0","83.9"
"129","Zhandos Seidaliev","School of Digital Public Administration","SENIOR_LECTURER","2021","21","26.3","49.6","0.0","0.0","74.0"
"129","Zhandos Seidaliev","School of Digital Public Administration","SENIOR_LECTURER","2022","22","19.9","51.2","0.0","0.0","69.7"
"129","Zhandos Seidaliev","School of Digital Public Administration","SENIOR_LECTURER","2023","23","26.6","27.9","0.0","0.0","53.0"
"129","Zhandos Seidaliev","School of Digital Public Administration","SENIOR_LECTURER","2024","24","18.5","46.2","0.0","0.0","62.9"
"129","Zhandos Seidaliev","School of Digital Public Administration","SENIOR_LECTURER","2025","25","26.3","52.9","0.0","0.0","80.1"
"130","Bauyrzhan Bekmuratova","School of Digital Public Administration","SENIOR_LECTURER","2021","13","29.4","59.6","0.0","0.0","88.1"
"130","Bauyrzhan Bekmuratova","School of Digital Public Administration","SENIOR_LECTURER","2022","14","31.4","60.0","0.0","0.0","90.3"
"130","Bauyrzhan Bekmuratova","School of Digital Public Administration","SENIOR_LECTURER","2023","15","32.2","60.0","0.0","0.0","93.7"
"130","Bauyrzhan Bekmuratova","School of Digital Public Administration","SENIOR_LECTURER","2024","16","36.3","60.0","0.0","0.0","94.7"
"130","Bauyrzhan Bekmuratova","School of Digital Public Administration","SENIOR_LECTURER","2025","17","30.1","60.0","0.0","0.0","91.1"
"131","Yerlan Akhmetov","School of Digital Public Administration","SENIOR_LECTURER","2021","25","25.8","57.9","0.0","0.0","82.5"
"131","Yerlan Akhmetov","School of Digital Public Administration","SENIOR_LECTURER","2022","26","28.2","60.0","0.0","0.0","89.4"
"131","Yerlan Akhmetov","School of Digital Public Administration","SENIOR_LECTURER","2023","27","28.9","30.3","0.0","0.0","60.4"
"131","Yerlan Akhmetov","School of Digital Public Administration","SENIOR_LECTURER","2024","28","27.6","60.0","0.0","0.0","87.1"
"131","Yerlan Akhmetov","School of Digital Public Administration","SENIOR_LECTURER","2025","29","25.0","60.0","0.0","0.0","85.4"
"132","Meiram Yesmagambetov","School of Digital Public Administration","SENIOR_LECTURER","2021","6","25.1","51.1","0.0","0.0","77.6"
"132","Meiram Yesmagambetov","School of Digital Public Administration","SENIOR_LECTURER","2022","7","25.6","53.2","0.0","0.0","79.5"
"132","Meiram Yesmagambetov","School of Digital Public Administration","SENIOR_LECTURER","2023","8","20.3","29.5","0.0","0.0","47.9"
"132","Meiram Yesmagambetov","School of Digital Public Administration","SENIOR_LECTURER","2024","9","20.9","50.3","0.0","0.0","72.3"
"132","Meiram Yesmagambetov","School of Digital Public Administration","SENIOR_LECTURER","2025","10","23.4","53.7","0.0","0.0","75.9"
"133","Dinara Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2021","8","26.2","60.0","0.0","0.0","88.7"
"133","Dinara Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2022","9","29.2","60.0","0.0","0.0","89.2"
"133","Dinara Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2023","10","30.6","60.0","0.0","0.0","89.5"
"133","Dinara Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2024","11","38.0","60.0","0.0","0.0","97.3"
"133","Dinara Ergaliyeva","School of Digital Public Administration","SENIOR_LECTURER","2025","12","33.2","60.0","0.0","0.0","95.0"
"134","Zhandos Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2021","15","31.8","58.4","0.0","0.0","90.3"
"134","Zhandos Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2022","16","25.3","60.0","0.0","0.0","86.6"
"134","Zhandos Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2023","17","31.1","58.7","0.0","0.0","89.1"
"134","Zhandos Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2024","18","30.3","40.4","0.0","0.0","70.2"
"134","Zhandos Ospanov","School of Digital Public Administration","SENIOR_LECTURER","2025","19","32.4","60.0","0.0","0.0","92.9"
"135","Assel Moldabayeva","School of Digital Public Administration","SENIOR_LECTURER","2021","24","32.5","35.5","0.0","0.0","68.1"
